10000,from,to,weight
7549,5169,8978,21.85
7550,1039,9650,3.13
7551,6439,5439,2.22
7552,2742,4595,7.41
7553,9485,39,19.77
7554,7223,859,2.18
7555,1833,5309,7.76
7556,2695,4365,0.23
7557,8093,3255,10.84
7558,9057,756,10.74
7559,3235,125,12.18
7560,3128,6574,5.39
7561,235,8639,19.38
7562,4803,5113,17.68
7563,8703,4018,2.63
7564,2386,8151,13.21
7565,9487,6501,3.14
7566,2750,7089,7.87
7567,7809,4560,2.47
7568,9152,3169,3.69
7569,4092,7246,6.34
7570,820,5540,1.64
7571,2709,4161,2.33
7572,1097,9797,4.22
7573,765,1098,1.46
7574,684,6207,7.33
7575,1011,8970,0.75
7576,8123,4958,14.02
7577,1321,6520,12.65
7578,7750,7762,0.7
7579,7961,7324,0.31
7580,6675,1819,12.56
7581,7945,884,10.59
7582,4064,5147,8.58
7583,4914,7201,1.64
7584,1485,3297,6.19
7585,9820,848,9.69
7586,1099,9725,3.24
7587,6293,5141,6.04
7588,3096,5526,9.51
7589,1288,1563,0.12
7590,1443,9532,10.16
7591,4405,3691,17.6
7592,4068,983,6.49
7593,7694,2596,5.56
7594,1763,2182,1.14
7595,9225,8053,0.54
7596,3689,510,3.18
7597,2327,7920,1.77
7598,1786,1207,19.63
7599,5402,5399,20.41
7600,9141,5118,3.02
7601,5471,9108,5.62
7602,3771,8984,3.87
7603,5935,1696,11.65
7604,3135,1412,4.74
7605,4915,7643,18.98
7606,9398,4174,8.94
7607,9850,8926,7.0
7608,8267,7893,12.52
7609,3087,2218,2.06
7610,8293,1101,3.81
7611,6417,5031,10.01
7612,6027,5141,3.99
7613,9391,9573,23.56
7614,295,7393,4.28
7615,2167,4569,12.19
7616,8339,2895,4.82
7617,9278,9,13.25
7618,2337,6878,3.61
7619,2973,7580,14.49
7620,5164,7621,5.95
7621,7333,1932,3.34
7622,644,7752,11.26
7623,3301,4994,13.23
7624,2539,2032,1.63
7625,6469,5758,1.39
7626,4923,8849,0.1
7627,9661,3622,6.43
7628,3558,439,9.66
7629,1864,65,3.5
7630,4431,4912,7.0
7631,4611,8502,7.07
7632,5286,8153,8.73
7633,2366,3042,14.5
7634,8768,2475,0.2
7635,8980,6730,20.82
7636,3347,2356,4.8
7637,7439,5443,7.18
7638,5031,8949,4.78
7639,4705,1138,2.2
7640,5153,5019,7.95
7641,3825,2343,4.85
7642,8369,1721,12.49
7643,9055,6834,17.56
7644,5118,7118,6.59
7645,7327,1034,10.24
7646,1173,6281,6.99
7647,997,5492,0.62
7648,1854,5428,2.77
7649,7370,3715,5.28
7650,5561,7185,14.03
7651,2921,9579,1.64
7652,5867,7119,7.79
7653,591,4239,0.27
7654,7386,4384,0.77
7655,5510,7593,1.81
7656,51,7229,2.51
7657,1634,409,3.08
7658,3708,3938,1.56
7659,7707,8004,4.56
7660,5814,6715,15.34
7661,1223,3163,19.13
7662,1861,2515,14.2
7663,297,9808,10.13
7664,1999,5452,19.79
7665,2480,2671,4.85
7666,1761,7864,0.77
7667,1807,1906,1.07
7668,9779,8534,28.22
7669,2483,2826,0.16
7670,5869,9427,4.39
7671,5509,9286,4.72
7672,2028,3865,15.63
7673,3742,412,20.23
7674,2010,1180,9.94
7675,8673,2609,0.77
7676,2723,2263,16.32
7677,7866,629,4.76
7678,5380,2740,13.29
7679,54,807,12.28
7680,877,9613,2.05
7681,5280,7471,1.43
7682,6111,7944,13.88
7683,2989,4793,13.04
7684,7486,6587,1.32
7685,6708,8143,1.87
7686,7635,544,11.52
7687,893,2778,4.42
7688,4978,1546,16.13
7689,6555,3647,3.89
7690,8168,2053,3.65
7691,2615,3776,2.18
7692,5049,5972,5.85
7693,9480,9376,13.94
7694,9047,2337,9.43
7695,100,9387,4.05
7696,2715,8198,6.13
7697,3842,6354,4.33
7698,7297,645,9.18
7699,7001,7956,4.78
7700,215,3527,9.13
7701,5759,9275,3.69
7702,5946,86,5.99
7703,4991,6181,9.77
7704,3921,4213,6.59
7705,6777,7780,4.41
7706,1582,3377,16.22
7707,4416,2031,1.05
7708,92,1437,6.23
7709,7818,8834,4.64
7710,9878,5459,4.34
7711,7897,9051,10.47
7712,8407,6179,0.16
7713,7459,4882,15.07
7714,5917,421,8.87
7715,1963,9557,4.46
7716,9511,269,4.82
7717,3488,1947,11.33
7718,3222,5785,2.85
7719,464,8589,10.46
7720,3820,2129,1.21
7721,806,3860,3.02
7722,6226,2054,4.94
7723,5876,8984,6.77
7724,2425,86,0.93
7725,5432,9056,24.33
7726,4967,1752,8.95
7727,6325,2249,1.83
7728,9961,6767,1.01
7729,4331,3292,12.96
7730,5465,3582,3.97
7731,4963,4941,15.91
7732,8694,2542,1.89
7733,4335,5712,4.6
7734,4755,2281,0.39
7735,7575,2773,20.32
7736,5548,5287,1.84
7737,1586,7379,5.35
7738,4010,3660,16.15
7739,451,9401,2.91
7740,681,2746,2.18
7741,8081,1878,3.58
7742,754,8546,6.01
7743,8821,6335,14.2
7744,4255,784,3.38
7745,393,7440,1.05
7746,6535,570,5.11
7747,8966,1779,5.18
7748,8134,5817,6.72
7749,5454,3479,6.81
7750,8425,1628,7.02
7751,8081,3027,2.24
7752,8934,208,3.02
7753,9281,8266,1.34
7754,8287,6804,1.94
7755,5406,5859,10.6
7756,6443,2447,4.74
7757,3482,200,5.19
7758,7647,2271,1.1
7759,2250,7417,10.64
7760,9073,2083,5.72
7761,6227,7164,11.5
7762,7444,1315,3.43
7763,1744,221,1.83
7764,1271,4627,1.83
7765,3195,5089,13.49
7766,1033,2136,11.78
7767,5772,6662,1.97
7768,4458,4057,8.07
7769,4986,564,5.43
7770,3155,7326,8.74
7771,2539,7620,7.41
7772,3546,1549,17.08
7773,4189,9802,4.8
7774,4609,6123,17.78
7775,1968,282,11.63
7776,7126,3401,4.51
7777,5948,2112,0.14
7778,6937,4440,15.1
7779,6805,4798,20.44
7780,499,5958,5.56
7781,3001,1228,6.54
7782,3643,2343,5.96
7783,5538,4917,13.34
7784,8482,351,3.56
7785,7011,9682,8.83
7786,1805,3461,0.06
7787,8536,9166,1.02
7788,4219,1849,3.02
7789,541,4879,5.25
7790,6025,2891,12.41
7791,4265,7516,14.43
7792,1211,8017,11.82
7793,322,5164,11.6
7794,6498,8955,0.58
7795,6521,7055,0.2
7796,8738,8885,5.86
7797,6608,9072,3.57
7798,5303,6332,2.74
7799,824,4926,1.03
7800,629,1640,4.57
7801,7717,8620,2.41
7802,3126,4032,11.84
7803,5556,8148,3.75
7804,1649,5484,4.87
7805,4351,1285,15.41
7806,1761,8827,10.57
7807,7022,9253,12.21
7808,5197,6131,4.09
7809,5680,7261,2.03
7810,2471,1219,0.16
7811,6507,6461,0.85
7812,392,2051,8.45
7813,1542,1414,1.42
7814,8252,2547,8.95
7815,6209,5998,13.65
7816,2457,9619,6.51
7817,992,6852,5.68
7818,2439,2621,21.08
7819,7680,5580,2.99
7820,7573,8027,3.97
7821,4302,7305,12.74
7822,9311,8310,9.13
7823,2631,4682,15.57
7824,7508,2255,6.05
7825,4201,6580,10.68
7826,9520,5332,26.46
7827,2299,9294,16.82
7828,7923,8636,10.97
7829,5453,2053,11.57
7830,3693,8765,1.2
7831,3338,1811,19.06
7832,206,1770,13.87
7833,6913,7276,9.02
7834,734,9329,4.46
7835,8042,5953,2.43
7836,172,3755,6.5
7837,2894,4596,0.46
7838,9530,22,3.32
7839,7171,6245,12.97
7840,3345,3036,11.62
7841,4877,3630,21.3
7842,2773,1723,8.32
7843,216,8677,6.97
7844,3378,73,8.61
7845,8406,8760,4.0
7846,7446,1349,2.01
7847,9443,2249,6.48
7848,5534,8418,15.96
7849,3405,418,15.55
7850,1748,8548,11.65
7851,2080,4001,3.22
7852,5131,5927,4.13
7853,6418,1763,13.1
7854,7864,2047,8.49
7855,3923,8167,33.2
7856,8554,4527,3.83
7857,3113,8899,6.85
7858,4547,2012,2.23
7859,2820,7077,3.24
7860,3293,4267,12.77
7861,1780,1839,8.98
7862,7436,3642,6.37
7863,9437,6811,5.51
7864,9554,576,19.95
7865,1180,5846,1.71
7866,766,4514,9.23
7867,1500,9184,0.22
7868,9994,8364,0.77
7869,6486,7999,1.34
7870,3569,3586,2.96
7871,9063,4903,8.41
7872,2077,113,2.59
7873,2069,7448,5.56
7874,1424,7236,0.22
7875,860,6882,3.77
7876,4588,7343,14.16
7877,2273,6881,3.61
7878,4787,5309,3.7
7879,133,9727,8.5
7880,6955,2609,1.67
7881,3272,7271,14.77
7882,3212,3768,23.53
7883,5881,9364,2.3
7884,2196,189,8.36
7885,2826,7930,7.11
7886,7314,637,1.0
7887,257,6793,23.12
7888,6601,6622,8.89
7889,7153,9452,4.55
7890,5129,3201,3.35
7891,8099,114,3.93
7892,7069,2528,1.22
7893,8142,6400,7.21
7894,7024,7251,12.67
7895,3409,6384,12.3
7896,785,5281,18.42
7897,309,1445,3.67
7898,2011,6923,6.58
7899,3838,3372,26.1
7900,1710,2654,14.97
7901,4992,2311,2.81
7902,9718,3513,3.21
7903,5156,5233,0.5
7904,6090,8753,2.32
7905,4821,4201,7.58
7906,3275,6754,2.24
7907,9709,1085,14.89
7908,7409,8475,11.36
7909,4156,3905,0.71
7910,5397,1337,2.48
7911,7742,3192,22.02
7912,9718,3058,12.52
7913,8495,6227,9.53
7914,4879,328,6.24
7915,5742,4572,23.27
7916,1424,8349,5.68
7917,679,145,0.35
7918,7143,8585,6.41
7919,1813,4372,8.72
7920,3304,2291,19.37
7921,7518,8029,3.3
7922,7301,4710,11.62
7923,3406,8662,1.27
7924,6193,8493,1.48
7925,5251,7263,6.89
7926,9199,2696,14.03
7927,5040,8891,5.62
7928,6589,5161,0.97
7929,403,9373,6.41
7930,8865,3099,13.54
7931,1829,2348,4.04
7932,8110,817,7.51
7933,909,9987,4.01
7934,9421,7213,3.26
7935,6060,5559,3.94
7936,5997,1900,1.38
7937,4293,6091,8.51
7938,2788,3412,2.46
7939,5165,2784,3.78
7940,8690,7449,4.82
7941,3142,7557,7.67
7942,9027,1171,3.69
7943,2585,9936,21.94
7944,5270,4443,14.31
7945,1170,8044,1.1
7946,4043,897,13.75
7947,6678,691,16.16
7948,5133,5195,8.82
7949,3515,6723,0.03
7950,585,8978,0.05
7951,2182,299,21.76
7952,946,5712,7.74
7953,802,4799,17.33
7954,8840,3436,3.38
7955,4056,1185,6.84
7956,2757,617,0.55
7957,7298,4142,6.02
7958,4193,8046,8.82
7959,6657,4387,4.05
7960,139,8256,2.09
7961,2695,7105,9.38
7962,5793,5742,1.46
7963,2276,9770,1.12
7964,3996,3349,0.57
7965,5384,8487,14.33
7966,7501,3285,6.35
7967,6888,2374,8.81
7968,4702,1979,3.32
7969,5148,8310,0.8
7970,8639,8725,10.95
7971,4603,2939,6.79
7972,6269,165,7.85
7973,5847,3873,13.4
7974,6242,2981,6.59
7975,7962,1721,15.25
7976,1822,190,6.75
7977,6457,2306,9.63
7978,1620,1605,0.75
7979,8972,7805,14.57
7980,5159,1585,1.43
7981,3935,4530,7.71
7982,2151,9876,21.68
7983,5336,2380,9.03
7984,5445,6249,4.6
7985,6081,346,0.86
7986,9349,124,6.66
7987,9365,881,3.05
7988,1874,7655,21.15
7989,93,4175,4.28
7990,9048,3085,5.14
7991,2547,5400,4.6
7992,557,2213,19.64
7993,9842,7519,6.91
7994,7914,3143,13.18
7995,5667,6894,3.67
7996,9684,4333,3.78
7997,8826,3246,0.35
7998,9719,2442,19.42
7999,161,5893,14.24
8000,5656,3636,5.76
8001,3427,3080,11.4
8002,6255,9794,7.86
8003,8669,877,9.87
8004,7365,4741,14.55
8005,5448,3362,7.48
8006,5794,7049,11.61
8007,8998,5184,2.87
8008,2376,9349,17.35
8009,1328,4866,5.04
8010,4652,3040,7.9
8011,1400,6825,2.56
8012,2356,598,9.6
8013,6021,9399,7.86
8014,9446,8262,6.45
8015,3853,4177,6.17
8016,6879,6933,1.17
8017,3523,325,2.32
8018,1466,9337,8.79
8019,1963,7866,2.52
8020,7217,4462,3.72
8021,8332,7436,10.97
8022,5092,6306,20.44
8023,2465,2676,6.32
8024,814,3272,6.97
8025,4804,2199,4.56
8026,2010,5611,17.57
8027,9573,7424,2.16
8028,5925,6242,4.55
8029,4145,6325,1.62
8030,8993,4216,8.17
8031,85,7894,15.8
8032,865,9599,12.36
8033,8846,4244,3.7
8034,6242,2974,20.05
8035,8294,7434,6.6
8036,4442,2635,12.71
8037,613,7459,4.99
8038,5281,1631,0.63
8039,3256,2448,5.73
8040,379,5294,21.29
8041,2673,9962,4.21
8042,1854,7285,13.13
8043,8953,4946,0.64
8044,1129,9742,2.96
8045,2478,3221,12.41
8046,1442,6884,1.16
8047,3919,173,10.57
8048,7661,9329,0.99
8049,4454,8162,12.28
8050,4466,6683,4.81
8051,9314,9080,6.99
8052,2320,9276,5.06
8053,2016,4816,14.11
8054,4651,6402,10.24
8055,8573,3151,10.68
8056,6132,5967,16.17
8057,9793,1867,23.06
8058,129,1458,14.51
8059,6203,9785,2.46
8060,6692,8650,6.37
8061,461,2037,12.59
8062,8394,6407,8.12
8063,6334,2443,8.41
8064,7641,7193,3.02
8065,8531,8574,8.56
8066,5798,578,19.15
8067,8948,2483,4.02
8068,551,602,6.76
8069,1808,542,15.55
8070,2010,4709,3.28
8071,3082,7969,25.31
8072,9705,7177,13.69
8073,2063,5521,17.33
8074,5717,7709,9.58
8075,8826,4140,5.33
8076,2472,3919,5.18
8077,9977,2366,7.35
8078,4312,3165,14.15
8079,7200,3595,7.61
8080,6020,7444,3.06
8081,2679,483,7.76
8082,550,3142,17.86
8083,3186,9097,14.72
8084,6350,3624,5.04
8085,3973,7990,17.32
8086,7111,7505,3.7
8087,4241,3087,1.83
8088,3689,3785,11.51
8089,1518,8637,9.67
8090,8418,679,6.48
8091,9665,8842,16.82
8092,8323,5610,15.49
8093,787,4191,6.86
8094,6734,4815,12.49
8095,2851,4715,1.5
8096,4723,5742,1.84
8097,9913,3815,5.05
8098,8344,9328,13.14
8099,87,4508,0.37
8100,4684,9930,11.49
8101,6691,9219,14.23
8102,7631,7348,16.51
8103,223,5915,7.02
8104,7403,1010,0.09
8105,7851,427,9.91
8106,5142,5631,27.61
8107,5518,8688,9.0
8108,9842,1547,9.49
8109,8067,4398,10.54
8110,4105,925,21.26
8111,1801,7525,1.05
8112,7788,725,17.15
8113,8832,4408,8.79
8114,4463,163,9.04
8115,9958,969,17.6
8116,848,6857,2.2
8117,7734,5706,12.19
8118,6368,5263,9.61
8119,9883,4902,1.46
8120,7034,2043,1.73
8121,8063,4869,4.45
8122,695,712,15.87
8123,6530,3516,19.16
8124,5862,908,3.19
8125,883,7673,0.86
8126,2635,2279,14.17
8127,3233,8284,8.76
8128,4576,5810,7.97
8129,7404,1220,19.67
8130,9651,985,0.71
8131,3133,6241,3.06
8132,5369,739,3.44
8133,8257,8831,14.1
8134,5008,9764,6.88
8135,1594,4938,0.85
8136,8381,4346,22.35
8137,7436,2848,2.55
8138,7924,6229,18.8
8139,3089,5135,10.82
8140,2992,5877,1.84
8141,9254,5119,0.76
8142,8743,6344,15.6
8143,9804,1204,6.0
8144,9021,6128,17.31
8145,2957,1113,10.01
8146,4533,1637,14.12
8147,5102,6607,0.97
8148,2850,2375,11.96
8149,7546,7795,14.8
8150,2325,5973,0.47
8151,5998,3697,8.06
8152,7033,2884,16.84
8153,8700,5745,7.88
8154,4653,3672,6.05
8155,7921,570,0.09
8156,6024,6872,7.86
8157,9449,213,0.09
8158,1634,4356,26.25
8159,8441,4014,6.36
8160,258,1405,8.06
8161,288,6367,7.03
8162,230,2291,12.21
8163,8214,5587,10.06
8164,8491,3103,5.78
8165,604,8396,8.76
8166,5172,3603,1.58
8167,8162,2023,13.23
8168,50,9146,16.2
8169,6657,2117,7.34
8170,5460,4930,3.79
8171,5120,6568,2.89
8172,8337,8306,10.32
8173,9471,632,11.37
8174,7090,5298,8.49
8175,9851,7,5.12
8176,3547,372,3.13
8177,145,9684,14.08
8178,6740,5869,8.3
8179,7085,8998,18.31
8180,3480,5607,3.4
8181,8745,7775,14.02
8182,2760,662,4.44
8183,4636,1779,6.74
8184,6564,4361,4.79
8185,3670,9347,14.25
8186,8783,3932,5.08
8187,4539,2549,2.79
8188,6639,5497,2.46
8189,5378,9680,4.88
8190,243,6326,15.01
8191,3193,422,7.66
8192,2574,1244,7.88
8193,5724,3986,12.99
8194,9895,4534,7.74
8195,5240,2259,24.01
8196,9409,4933,16.05
8197,3951,5954,13.96
8198,2334,304,24.71
8199,7273,2359,4.43
8200,46,8646,4.96
8201,6477,3524,15.38
8202,2691,7855,7.32
8203,6617,7621,19.05
8204,5087,4933,2.86
8205,4481,9766,1.33
8206,8550,5638,0.74
8207,9164,7377,8.6
8208,396,962,1.13
8209,8108,7080,14.39
8210,9637,2150,4.07
8211,4858,5499,1.63
8212,8112,7008,13.36
8213,5378,4926,1.44
8214,2243,3012,12.34
8215,8143,5072,12.79
8216,4665,9323,5.29
8217,2888,8440,5.83
8218,1560,50,1.24
8219,3867,1618,10.17
8220,7328,4017,16.47
8221,2480,6405,3.72
8222,8167,6749,0.2
8223,9399,5270,8.16
8224,547,1266,2.22
8225,3384,6055,26.97
8226,8323,8239,14.46
8227,1562,7020,2.69
8228,3198,6020,0.2
8229,1739,6301,21.13
8230,981,490,2.91
8231,6306,4778,2.99
8232,4857,5552,3.72
8233,6767,4965,23.48
8234,2011,8117,10.44
8235,9198,7774,10.64
8236,1611,9636,0.6
8237,9313,118,0.39
8238,1388,1311,8.38
8239,1888,6537,6.58
8240,7079,7939,9.02
8241,2770,9460,2.91
8242,6063,6337,1.87
8243,3305,6277,12.08
8244,6759,4932,1.2
8245,6324,9408,4.69
8246,2135,7926,4.1
8247,5070,2267,7.53
8248,9405,791,1.82
8249,6759,1794,5.98
8250,9215,4583,3.95
8251,8744,5445,3.51
8252,8136,7000,9.56
8253,3254,4902,5.54
8254,8204,9976,9.56
8255,4557,7502,4.5
8256,2863,2541,12.56
8257,6501,5540,2.71
8258,4036,8835,7.26
8259,3372,9300,24.28
8260,5685,5140,0.12
8261,1816,9665,18.24
8262,1596,3988,3.03
8263,1641,4321,5.71
8264,2967,4890,6.11
8265,2040,8728,9.93
8266,1877,9442,8.62
8267,755,9047,14.74
8268,8507,1610,11.09
8269,4174,4205,5.71
8270,7283,1374,7.82
8271,6664,9492,4.09
8272,825,63,24.46
8273,3879,4748,19.37
8274,3039,8568,8.34
8275,1565,8701,10.62
8276,9810,7074,18.58
8277,8902,6907,5.28
8278,2392,7336,13.15
8279,3466,2104,11.46
8280,7789,3094,3.7
8281,4336,9821,3.6
8282,4971,4300,1.16
8283,5994,8744,17.02
8284,5444,8839,13.52
8285,4379,8505,2.73
8286,8218,1765,2.61
8287,2636,4001,11.2
8288,4858,4048,2.9
8289,6143,6602,2.94
8290,652,2252,0.17
8291,2234,8314,6.24
8292,9564,904,1.18
8293,4633,135,1.5
8294,5266,9085,0.12
8295,8511,1029,8.37
8296,139,1810,6.05
8297,9070,4883,15.05
8298,8989,477,21.05
8299,5090,5963,0.33
8300,8619,8702,2.25
8301,8316,3819,15.39
8302,9808,9538,14.32
8303,938,4287,6.01
8304,9101,943,0.69
8305,446,7835,7.5
8306,7573,2996,6.68
8307,5801,9651,6.71
8308,3981,9917,6.2
8309,8450,4644,5.69
8310,5496,6180,18.46
8311,1293,4079,6.39
8312,5572,1143,11.42
8313,5871,586,5.36
8314,5722,6383,3.62
8315,7764,9576,0.63
8316,4641,8182,12.21
8317,6644,1680,6.33
8318,8392,8750,17.58
8319,2344,1516,9.92
8320,4679,1028,4.33
8321,2058,1321,13.7
8322,8983,493,2.83
8323,3572,9017,13.66
8324,1338,4067,18.79
8325,3513,5716,4.56
8326,9301,3912,4.93
8327,4626,7985,4.08
8328,1614,8544,7.72
8329,851,6699,2.99
8330,239,416,3.37
8331,7940,7461,14.3
8332,9813,8895,2.42
8333,733,8735,3.28
8334,2197,5581,0.44
8335,6903,6896,4.03
8336,2013,930,20.22
8337,8002,2696,3.98
8338,4481,5155,12.86
8339,8278,3662,1.76
8340,7236,9890,0.24
8341,3814,9958,10.59
8342,7111,2428,8.77
8343,2300,5315,6.13
8344,8385,1363,6.03
8345,3074,6282,11.86
8346,8359,5331,9.95
8347,1303,5708,0.36
8348,2528,6628,10.81
8349,4870,995,5.92
8350,2749,7053,6.84
8351,3228,2792,4.16
8352,3531,4898,8.65
8353,8145,870,11.39
8354,2255,7381,23.11
8355,7081,6357,2.62
8356,6939,4887,7.35
8357,849,5645,4.17
8358,2525,7435,11.03
8359,8884,927,12.05
8360,9996,8415,9.0
8361,2166,3507,26.76
8362,8769,9706,2.85
8363,8029,1502,0.38
8364,1454,988,1.44
8365,8317,8837,3.3
8366,7715,3136,8.42
8367,2687,2242,6.91
8368,8037,6017,0.06
8369,1245,4681,20.78
8370,4737,5630,5.51
8371,1417,4194,6.76
8372,3691,6195,4.9
8373,6998,5326,7.47
8374,3202,1987,1.42
8375,8497,5392,10.79
8376,6521,2884,21.78
8377,7334,4285,0.39
8378,7741,7183,2.96
8379,8234,5561,5.14
8380,6124,1073,7.82
8381,7747,3400,9.51
8382,8167,3333,6.81
8383,8961,9732,6.51
8384,6358,7800,7.2
8385,3814,5597,2.37
8386,1526,618,27.33
8387,7523,6547,8.1
8388,5879,9472,5.01
8389,7614,6730,3.84
8390,1641,2012,5.61
8391,556,4156,6.12
8392,6573,7345,1.08
8393,4295,3636,0.55
8394,2683,2866,28.9
8395,691,7600,18.18
8396,7019,241,0.7
8397,753,1511,5.15
8398,4801,7659,10.56
8399,6453,9863,5.3
8400,1461,7886,8.77
8401,4788,3116,20.38
8402,5196,9028,22.01
8403,7685,8523,3.08
8404,7442,2873,9.9
8405,3698,2884,7.52
8406,5808,3201,9.5
8407,3340,2875,11.49
8408,177,4799,3.19
8409,2533,6723,22.08
8410,8470,5961,3.86
8411,938,1909,3.7
8412,9321,3644,5.32
8413,8066,9337,20.27
8414,5994,8695,2.85
8415,6931,2060,7.1
8416,3481,5698,16.41
8417,9832,7398,5.78
8418,9563,6333,2.49
8419,5757,3795,10.55
8420,1450,4334,6.25
8421,9436,8921,6.32
8422,3801,5256,3.26
8423,3716,81,4.69
8424,9196,1493,2.3
8425,4437,686,2.54
8426,3625,159,19.37
8427,5655,6131,7.74
8428,59,4817,8.57
8429,5934,2687,17.11
8430,9467,8082,9.43
8431,8539,6977,6.39
8432,1325,8681,13.57
8433,7536,4429,9.06
8434,4403,5207,8.83
8435,7622,2183,5.65
8436,2620,3245,16.98
8437,5245,8066,0.38
8438,3087,6254,9.94
8439,2117,8524,11.79
8440,7371,8890,10.25
8441,5181,1944,9.73
8442,8844,4938,7.28
8443,35,6114,18.85
8444,7644,7509,4.61
8445,4777,3043,14.63
8446,7228,8438,0.96
8447,1307,9161,1.36
8448,7527,1934,3.25
8449,6844,9583,6.13
8450,4204,9125,3.4
8451,9331,4891,11.66
8452,4078,3810,17.7
8453,2058,8077,16.11
8454,3837,1415,1.28
8455,9270,3789,0.28
8456,3207,4548,1.95
8457,5352,3890,6.3
8458,828,626,3.07
8459,2612,8050,15.93
8460,8783,9981,6.99
8461,926,6701,8.58
8462,6002,1867,2.21
8463,3137,7373,8.43
8464,6904,5530,2.64
8465,4621,9727,22.37
8466,2440,7246,1.75
8467,9972,5457,8.02
8468,8327,4805,7.52
8469,3865,9267,3.2
8470,192,7099,8.35
8471,6996,2790,9.13
8472,5034,9191,2.73
8473,8010,9695,1.02
8474,6692,880,3.46
8475,3239,7895,7.77
8476,4084,5628,24.39
8477,1027,2358,27.03
8478,7186,33,21.97
8479,857,6529,3.75
8480,4488,2798,8.87
8481,8153,7730,5.07
8482,8290,1995,7.26
8483,2466,4196,4.98
8484,4901,822,0.7
8485,149,313,10.03
8486,8947,3204,4.35
8487,1316,242,10.19
8488,4727,5805,15.91
8489,9368,9681,19.71
8490,6345,5863,2.46
8491,6512,1001,6.73
8492,402,5049,20.69
8493,8800,221,8.51
8494,8294,2015,14.92
8495,7938,5570,10.47
8496,8460,3697,3.73
8497,5194,9622,2.49
8498,1463,8403,9.16
8499,1102,9773,12.38
8500,836,7890,7.23
8501,9691,914,3.82
8502,2734,1788,8.42
8503,981,1294,11.17
8504,4762,4354,0.51
8505,6523,2968,19.66
8506,1093,6009,5.87
8507,5472,2201,6.36
8508,5636,9486,15.24
8509,1435,3350,12.59
8510,5174,2632,15.7
8511,5626,6116,4.0
8512,8354,5223,2.43
8513,7317,6493,12.18
8514,9732,3543,14.11
8515,575,4205,6.65
8516,7932,9808,4.34
8517,8477,4500,12.48
8518,3827,7086,14.6
8519,8657,1936,4.8
8520,8941,1925,5.04
8521,8369,4674,4.9
8522,3269,8463,22.7
8523,3006,9257,2.87
8524,3328,6132,3.03
8525,8260,500,2.16
8526,7364,2147,2.62
8527,6225,2706,1.17
8528,4853,5560,9.04
8529,4537,7047,9.29
8530,565,282,1.86
8531,7805,3042,7.54
8532,1716,1093,11.93
8533,9338,5061,5.66
8534,2430,516,0.74
8535,262,7511,1.16
8536,9174,3006,7.27
8537,3165,9775,20.75
8538,950,2368,2.74
8539,9989,303,7.13
8540,7826,6968,2.14
8541,3008,9166,6.9
8542,9018,9253,19.36
8543,5779,7600,2.31
8544,6381,3026,12.51
8545,4016,3866,1.66
8546,8443,2407,3.44
8547,3323,4913,25.5
8548,1367,1466,5.89
8549,5922,8346,7.62
8550,7819,7932,9.25
8551,1118,9532,8.48
8552,992,4094,6.66
8553,8038,4646,8.09
8554,8845,7341,2.57
8555,4691,5827,14.35
8556,4310,7760,0.39
8557,1262,2000,1.87
8558,5579,3537,0.6
8559,6047,1079,6.09
8560,9700,8107,20.14
8561,6025,7177,24.9
8562,2672,6190,13.16
8563,9653,4114,10.45
8564,2898,8606,10.05
8565,3749,892,9.23
8566,8897,7975,8.2
8567,6035,6093,8.36
8568,2531,2440,2.8
8569,1853,7967,2.87
8570,6246,7999,0.9
8571,9762,8589,16.74
8572,7429,208,8.23
8573,3486,6486,9.89
8574,2394,6846,14.32
8575,5768,2690,1.21
8576,2493,1092,6.5
8577,9670,2803,13.16
8578,9784,8638,24.53
8579,9886,6081,1.38
8580,364,1184,15.64
8581,2736,460,7.7
8582,1758,6695,14.36
8583,5290,8401,11.89
8584,7409,9841,9.64
8585,1261,3395,7.58
8586,9032,8046,1.63
8587,546,2948,6.15
8588,5281,3535,5.53
8589,2296,9949,1.12
8590,8987,1027,2.91
8591,7,8551,0.47
8592,9723,7210,5.57
8593,8875,1347,7.33
8594,1270,9040,7.46
8595,1546,7596,7.98
8596,247,7623,10.39
8597,8601,3769,3.61
8598,1427,7073,5.79
8599,2333,7201,5.52
8600,4000,9741,7.86
8601,76,9060,1.77
8602,5530,5570,7.44
8603,9546,9831,3.67
8604,8661,4165,21.2
8605,6848,1464,4.85
8606,5323,6126,2.39
8607,8185,8953,0.83
8608,6970,9624,3.8
8609,2201,3767,6.75
8610,8725,569,7.41
8611,402,111,2.21
8612,7792,2987,5.15
8613,7900,2174,20.32
8614,1517,6844,8.56
8615,2121,4692,7.8
8616,9955,6198,0.26
8617,3612,3699,3.2
8618,3766,7098,9.78
8619,279,8437,9.16
8620,669,9007,10.18
8621,112,7247,8.78
8622,1956,6278,11.67
8623,4935,4628,0.31
8624,3861,4700,5.39
8625,4669,322,8.9
8626,883,9074,5.84
8627,8740,4384,4.43
8628,3643,6268,8.48
8629,554,3212,1.46
8630,9676,3916,4.04
8631,74,9734,12.27
8632,6342,4711,6.04
8633,5253,6050,5.83
8634,5299,5261,2.99
8635,7474,4501,10.58
8636,8289,7099,5.71
8637,3904,6156,9.43
8638,282,2649,7.72
8639,7889,9773,5.02
8640,1484,2142,6.2
8641,4832,8630,3.79
8642,8584,2601,8.54
